14252	15404	15747	16071	16522	16746	18284	19730
14272	15502	15832	16152	16527	16745	18296	19725
14273	15407	15833	16149	16521	16750	18289	19744
14249	15410	15758	16075	16571	16752	18288	19743
14271	15498	15831	16148	16526	16778	18366	19729
14250	15503	15834	16151	16523	16756	18291	19738
14273	15510	15753	16153	16570	16750	18294	19734
14276	15496	15748	16076	16522	16752	18370	19730
14269	15408	15745	16151	16559	16747	18293	19736
14258	15406	15836	16154	16564	16737	18362	19725
14255	15409	15755	16078	16518	16737	18362	19728
14269	15408	15833	16148	16561	16732	18365	19727
14268	15408	15837	16146	16521	16756	18292	19730
14246	15416	15748	16147	16570	16722	18292	19732
14274	15407	15841	16074	16523	16718	18287	19729
14247	15412	15747	16150	16523	16721	18365	19735
14254	15409	15755	16153	16522	16740	18294	19743
14251	15502	15754	16070	16528	16720	18293	19733
14249	15410	15834	16077	16525	16710	18284	19740
14273	15407	15756	16066	16519	16714	18297	19736
14251	15503	15748	16146	16521	16720	18290	19743
14248	15414	15739	16068	16518	16724	18295	19739
14246	15412	15747	16142	16525	16754	18291	19742
14270	15413	15838	16149	16520	16724	18286	19734
14253	15415	15833	16152	16512	16758	18299	19748
14249	15508	15835	16065	16523	16762	18296	19749
14251	15415	15836	16151	16526	16762	18290	19740
14273	15410	15831	16145	16555	16767	18372	19759
14267	15412	15743	16148	16526	16770	18289	19737
14270	15413	15843	16075	16522	16765	18293	19743

