63389	32344	17197	15541	14948	14736	14634	14571	14464
63391	32346	17179	15541	14927	14725	14621	14565	14467
63374	32352	17193	15486	14945	14732	14627	14569	14473
63368	32356	17199	15547	14932	14730	14620	14570	14466
63367	32293	17197	15488	14929	14726	14628	14578	14482
63360	32368	17198	15540	14934	14729	14630	14580	14468
63354	32356	17198	15489	14952	14734	14623	14574	14473
63354	32358	17183	15541	14948	14729	14625	14569	14463
63321	32358	17196	15536	14944	14732	14627	14576	14480
63317	32353	17178	15548	14930	14726	14627	14584	14476
63305	32280	17198	15541	14926	14727	14623	14578	14479
63288	32346	17196	15548	14949	14737	14619	14559	14468
63301	32352	17198	15545	14927	14729	14627	14570	14479
63302	32346	17180	15542	14927	14732	14631	14577	14488
63284	32342	17200	15488	14942	14733	14616	14584	14462
63273	32347	17208	15486	14925	14731	14630	14557	14462
63258	32338	17195	15490	14930	14730	14627	14585	14463
63250	32345	17196	15496	14940	14727	14633	14558	14463
63259	32350	17200	15489	14935	14729	14626	14569	14472
63254	32351	17194	15539	14947	14738	14622	14576	14458
63235	32352	17193	15489	14930	14736	14629	14568	14453
63240	32350	17173	15543	14926	14728	14634	14561	14461
63223	32349	17183	15492	14947	14734	14624	14580	14465
63238	32355	17187	15485	14951	14742	14627	14562	14478
63229	32356	17200	15543	14955	14743	14621	14581	14474
63230	32347	17194	15487	14946	14727	14622	14568	14479
63232	32356	17199	15493	14932	14734	14640	14569	14479
63241	32359	17198	15537	14949	14725	14628	14582	14477
63223	32280	17197	15547	14931	14733	14628	14566	14479
63244	32359	17199	15540	14917	14727	14627	14571	14471

