32731	37774	39694	41223	44297	45876	50241	56075
32791	37774	39710	41229	44299	45882	50254	56065
32795	37792	39731	41242	44296	45881	50198	56060
32726	37784	39740	41230	44281	45891	50235	56063
32792	37789	39746	41228	44272	45885	50231	56059
32788	37795	39733	41222	44273	45885	50237	56071
32790	37799	39723	41232	44281	45840	50237	56064
32738	37798	39697	41226	44280	45869	50239	56093
32780	37792	39681	41228	44278	45855	50239	56100
32783	37790	39660	41224	44295	45851	50249	56117
32782	37783	39658	41230	44296	45832	50264	56139
32779	37784	39660	41235	44294	45829	50262	56163
32790	37774	39687	41232	44283	45836	50220	56182
32729	37777	39696	41233	44291	45833	50282	56200
32742	37775	39718	41235	44293	45841	50240	56215
32786	37787	39733	41230	44280	45844	50290	56216
32778	37787	39741	41219	44280	45848	50293	56231
32785	37793	39745	41225	44282	45859	50293	56240
32738	37786	39726	41227	44284	45866	50296	56247
32726	37793	39715	41231	44290	45867	50290	56248
32781	37795	39688	41222	44275	45882	50302	56238
32730	37781	39683	41233	44298	45844	50284	56245
32789	37789	39661	41224	44296	45873	50286	56246
32729	37789	39651	41228	44292	45877	50279	56244
32731	37786	39657	41233	44306	45874	50272	56225
32778	37781	39685	41226	44301	45873	50269	56226
32783	37781	39699	41230	44295	45877	50272	56214
32725	37784	39726	41227	44279	45883	50264	56212
32787	37780	39739	41231	44270	45881	50257	56198
32789	37789	39748	41241	44269	45881	50260	56178

