25147	10801	7091	6721	6456	6424	6383	6364	6320
25144	10729	7082	6732	6486	6395	6376	6365	6316
25155	10802	7077	6723	6447	6396	6378	6391	6324
25132	10713	7086	6732	6449	6401	6376	6392	6351
25149	10796	7085	6721	6462	6392	6385	6389	6316
25158	10797	7098	6718	6439	6426	6371	6383	6327
25143	10792	7086	6722	6456	6398	6371	6366	6323
25157	10787	7088	6715	6449	6392	6381	6387	6326
25149	10793	7084	6723	6452	6397	6395	6367	6328
25145	10796	7090	6724	6459	6428	6370	6370	6321
25153	10798	7080	6723	6473	6396	6382	6363	6329
25140	10802	7098	6740	6453	6395	6378	6363	6325
25152	10721	7088	6722	6455	6394	6377	6362	6327
25157	10719	7091	6718	6477	6402	6381	6361	6329
25166	10728	7082	6719	6437	6429	6378	6357	6345
25174	10799	7075	6741	6445	6397	6378	6366	6325
25169	10810	7094	6723	6440	6400	6380	6365	6321
25179	10810	7083	6722	6453	6394	6375	6358	6345
25189	10813	7084	6716	6451	6398	6397	6359	6323
25196	10739	7082	6721	6453	6396	6374	6360	6327
25187	10737	7076	6717	6442	6398	6378	6355	6325
25191	10830	7084	6716	6448	6401	6378	6366	6326
25195	10748	7095	6718	6477	6397	6381	6359	6324
25189	10832	7083	6720	6451	6400	6376	6362	6316
25188	10844	7095	6734	6485	6391	6379	6359	6345
25181	10760	7092	6720	6482	6393	6384	6354	6327
25170	10846	7078	6720	6449	6398	6376	6377	6323
25145	10850	7092	6730	6436	6396	6398	6350	6324
25132	10856	7090	6741	6453	6426	6404	6355	6321
25128	10860	7095	6718	6453	6400	6410	6358	6318

