51312	53021	56475	57046	58944	60186	65535	65535
51308	53021	56466	57049	58948	60179	65535	65535
51302	53022	56477	57054	58934	60170	65535	65535
51285	53115	56470	57050	58947	60172	65535	65535
51305	53123	56472	57046	58945	60156	65535	65535
51298	53111	56473	57040	58946	60144	65535	65535
51306	53116	56476	57048	58949	60147	65535	65535
51242	53117	56475	57031	58951	60139	65535	65535
51311	53109	56467	57047	58946	60127	65535	65535
51301	53117	56473	57046	58950	60143	65535	65535
51315	53009	56479	57048	58955	60148	65535	65535
51300	53013	56475	57039	58948	60160	65535	65535
51300	53016	56480	57055	58947	60179	65535	65535
51249	53002	56483	57058	58942	60183	65535	65535
51307	53012	56492	57048	58947	60191	65535	65535
51254	53116	56488	57038	58935	60202	65535	65535
51297	53019	56488	57041	58940	60220	65535	65535
51312	53025	56494	57047	58943	60215	65535	65535
51313	53024	56490	57046	58950	60218	65535	65535
51247	53031	56479	57054	58955	60206	65535	65535
51296	53018	56483	57054	58946	60205	65535	65535
51302	53109	56480	57044	58939	60193	65535	65535
51294	53019	56478	57041	58938	60178	65535	65535
51305	53023	56472	57038	58952	60157	65535	65535
51250	53119	56469	57037	58943	60151	65535	65535
51314	53019	56470	57042	58940	60165	65535	65535
51320	53022	56469	57046	58941	60154	65535	65535
51308	53019	56476	57038	58942	60156	65535	65535
51312	53028	56475	57031	58936	60160	65535	65535
51289	53024	56465	57047	58939	60177	65535	65535

