27354	29562	29964	30516	31533	32446	34964	37619
27328	29564	29997	30516	31519	32436	34842	37620
27350	29479	29962	30515	31431	32436	34846	37628
27349	29568	30002	30520	31525	32341	34851	37622
27350	29484	30001	30519	31518	32439	34852	37613
27357	29569	30006	30513	31530	32438	34856	37625
27354	29566	29995	30527	31531	32436	34862	37625
27352	29471	29998	30524	31533	32436	34970	37619
27353	29565	29997	30517	31537	32445	34868	37624
27356	29567	29995	30523	31428	32360	34867	37626
27352	29568	29973	30529	31539	32444	34866	37627
27352	29479	29977	30519	31530	32450	34877	37631
27358	29567	29996	30519	31531	32451	34985	37636
27352	29562	29996	30514	31517	32459	34989	37633
27350	29562	30001	30517	31532	32458	34887	37640
27357	29568	30005	30534	31517	32453	34988	37634
27354	29565	30002	30517	31523	32457	34987	37645
27347	29558	29958	30516	31531	32455	34875	37641
27353	29481	29953	30521	31429	32365	34988	37633
27351	29555	29996	30523	31535	32443	34873	37632
27351	29560	29958	30523	31524	32447	34872	37644
27354	29564	30001	30529	31427	32447	34861	37628
27353	29562	30001	30527	31427	32349	34861	37628
27306	29562	30001	30529	31534	32442	34866	37619
27356	29565	30001	30516	31523	32439	34866	37626
27320	29560	29958	30528	31532	32354	34861	37627
27355	29474	30006	30523	31518	32451	34967	37630
27343	29567	30004	30506	31529	32457	34855	37630
27350	29563	30005	30515	31526	32454	34859	37626
27314	29560	30009	30513	31522	32450	34970	37630

