48055	22957	12534	11429	10904	10744	10682	10610	10516
48060	22945	12528	11393	10867	10751	10670	10545	10511
48052	22949	12530	11402	10905	10692	10600	10605	10450
48045	22958	12472	11425	10855	10687	10601	10534	10516
48023	22949	12522	11400	10894	10747	10595	10546	10514
48054	22954	12476	11397	10901	10750	10602	10613	10443
48040	22955	12476	11428	10867	10751	10672	10615	10447
48010	22955	12472	11395	10900	10748	10669	10610	10506
48031	22979	12530	11424	10902	10753	10671	10611	10516
48037	22945	12529	11389	10863	10748	10675	10551	10516
48030	22954	12519	11402	10864	10757	10667	10604	10443
48031	22954	12529	11424	10900	10744	10672	10549	10511
48040	22949	12468	11392	10871	10686	10668	10608	10453
48008	22952	12470	11397	10897	10743	10667	10611	10448
48025	22948	12476	11425	10891	10754	10674	10604	10448
48026	22955	12511	11392	10893	10751	10671	10601	10511
48033	22959	12468	11419	10899	10682	10599	10611	10455
48000	22957	12525	11401	10902	10751	10676	10607	10522
48026	22948	12521	11424	10903	10750	10671	10608	10512
48022	22958	12472	11397	10868	10748	10675	10543	10516
48041	22994	12470	11392	10902	10756	10680	10548	10517
48028	22969	12480	11421	10902	10747	10678	10547	10507
47996	22967	12471	11402	10898	10748	10671	10604	10514
48020	22961	12480	11394	10867	10741	10671	10606	10518
48030	22966	12532	11391	10894	10748	10670	10601	10445
48022	22970	12524	11431	10902	10743	10674	10611	10516
48030	22962	12470	11402	10905	10690	10671	10608	10504
48029	22973	12531	11400	10852	10754	10674	10607	10454
48020	22967	12529	11431	10864	10745	10591	10614	10513
48036	22959	12476	11439	10897	10742	10591	10606	10438

