43934	18602	16720	16110	16030	15945	15885	15744	15647
42145	18602	16707	16128	15922	15816	15879	15740	15651
41425	18654	16701	16127	16053	15823	15755	15743	15775
42398	18810	16718	16132	16066	15817	15886	15876	15771
41637	18964	16763	16164	15965	15948	15755	15868	15777
40683	19134	16818	16284	15960	15948	15764	15865	15645
41122	19275	16819	16139	15955	15938	15894	15740	15647
40685	19262	16841	16153	15958	15949	15767	15738	15648
40864	19333	16845	16184	15941	15828	15764	15739	15646
41469	19487	16845	16208	15953	15825	15763	15869	15774
40911	19443	16870	16217	15961	15945	15889	15740	15774
41213	19412	16870	16358	16078	15817	15764	15746	15651
41270	19441	16940	16363	15947	15815	15894	15865	15776
41654	19399	16881	16221	16073	15954	15767	15740	15776
41840	19363	16873	16361	16063	15824	15894	15742	15642
41610	19404	16862	16232	15939	15947	15765	15869	15644
