23670	25952	26940	27118	27634	27729	28195	30074
23665	25997	26844	27113	27640	27728	28200	30156
23663	25998	26936	27122	27638	27718	28195	30134
23671	25991	26843	27121	27639	27721	28198	30131
23668	25996	26934	27120	27648	27732	28198	30122
23663	25994	26929	27119	27648	27727	28192	30115
23664	25951	26937	27121	27654	27725	28202	30110
23666	26005	26940	27113	27652	27658	28196	30092
23665	25991	26948	27116	27652	27719	28193	30102
23661	25995	26939	27119	27652	27666	28196	30100
23669	25998	26945	27112	27647	27721	28187	30099
23669	25993	26941	27122	27571	27648	28194	30106
23659	25997	26941	27113	27651	27721	28193	30122
23667	26000	26939	27111	27651	27722	28195	30128
23660	25992	26939	27115	27646	27727	28196	30140
23670	25952	26937	27112	27652	27725	28194	30145
23660	25948	26935	27116	27655	27726	28197	30164
23669	25995	26943	27120	27651	27723	28199	30165
23665	25996	26940	27112	27655	27726	28197	30175
23662	26002	26943	27119	27651	27729	28199	30178
23660	25991	26935	27126	27656	27714	28199	30184
23660	26002	26938	27113	27655	27720	28152	30197
23666	26003	26935	27119	27656	27709	28195	30188
23665	26004	26935	27120	27653	27719	28197	30195
23666	26000	26941	27120	27647	27729	28153	30193
23663	25992	26942	27118	27653	27647	28190	30211
23665	25992	26942	27111	27648	27732	28185	30213
23662	26006	26941	27127	27640	27642	28194	30189
23666	25998	26939	27111	27646	27731	28204	30192
23666	25999	26936	27120	27649	27730	28171	30204

