63945	65535	65535	65535	65535	65535	65535	65535
63932	65535	65535	65535	65535	65535	65535	65535
63992	65535	65535	65535	65535	65535	65535	65535
63973	65535	65535	65535	65535	65535	65535	65535
63966	65535	65535	65535	65535	65535	65535	65535
63980	65535	65535	65535	65535	65535	65535	65535
63963	65535	65535	65535	65535	65535	65535	65535
63936	65535	65535	65535	65535	65535	65535	65535
63994	65535	65535	65535	65535	65535	65535	65535
63997	65535	65535	65535	65535	65535	65535	65535
63954	65535	65535	65535	65535	65535	65535	65535
63956	65535	65535	65535	65535	65535	65535	65535
63961	65535	65535	65535	65535	65535	65535	65535
63960	65535	65535	65535	65535	65535	65535	65535
63932	65535	65535	65535	65535	65535	65535	65535
63971	65535	65535	65535	65535	65535	65535	65535
63992	65535	65535	65535	65535	65535	65535	65535
64005	65535	65535	65535	65535	65535	65535	65535
63986	65535	65535	65535	65535	65535	65535	65535
63951	65535	65535	65535	65535	65535	65535	65535
63955	65535	65535	65535	65535	65535	65535	65535
63936	65535	65535	65535	65535	65535	65535	65535
63939	65535	65535	65535	65535	65535	65535	65535
63975	65535	65535	65535	65535	65535	65535	65535
63953	65535	65535	65535	65535	65535	65535	65535
63920	65535	65535	65535	65535	65535	65535	65535
63937	65535	65535	65535	65535	65535	65535	65535
63938	65535	65535	65535	65535	65535	65535	65535
63976	65535	65535	65535	65535	65535	65535	65535
63965	65535	65535	65535	65535	65535	65535	65535

