10988	6199	3427	3166	3097	3060	3038	3027	3009
11108	6198	3431	3164	3101	3060	3043	3031	3003
11000	6198	3423	3164	3103	3052	3038	3020	2999
11108	6202	3378	3165	3106	3057	3042	3015	2940
11106	6189	3424	3165	3099	3055	3036	3030	3006
10989	6195	3427	3166	3102	3054	3043	3024	3001
10983	6196	3424	3164	3099	3055	3040	3026	3003
11093	6198	3429	3171	3105	3055	2971	3018	3002
11095	6196	3430	3161	3100	3057	3041	3025	3003
11085	6194	3424	3168	3094	3053	3034	3024	3013
11088	6197	3424	3164	3104	3053	3037	2958	3007
11068	6193	3426	3165	3098	3058	3036	3028	3001
11067	6198	3428	3166	3103	3051	3034	3017	3008
10947	6198	3428	3168	3093	3057	3032	2960	3001
10942	6165	3423	3167	3103	3048	3042	3022	3005
11047	6198	3429	3164	3096	3056	3036	3020	3010
11050	6204	3429	3162	3103	3052	3038	3033	3008
11045	6199	3428	3166	3099	3052	3029	3028	2999
11037	6198	3430	3169	3091	3055	3043	3025	3002
11040	6202	3430	3168	3106	3060	3037	3025	3001
11031	6203	3428	3167	3097	3059	3040	3029	3000
11035	6203	3428	3165	3096	3051	3038	3019	3006
11029	6204	3427	3164	3097	3054	3038	3022	3009
10925	6200	3425	3169	3106	3051	3035	3011	3002
10923	6198	3429	3168	3103	3050	3038	3024	3005
10934	6199	3429	3168	3110	3054	3041	3038	3001
11047	6198	3427	3169	3098	3053	3038	2960	3005
10943	6199	3430	3161	3099	3052	3040	3026	2998
11067	6169	3424	3163	3094	3056	3035	3025	3002
10951	6198	3422	3101	3102	3060	3038	3026	3006

