34928	37165	39069	39458	41218	41547	42995	46226
35058	37156	39067	39463	41207	41548	42990	46235
34927	37164	39067	39476	41153	41552	42998	46243
34927	37170	39070	39470	41200	41548	43000	46245
34926	37174	39066	39455	41219	41547	42996	46256
35063	37179	39066	39472	41230	41566	42992	46253
34933	37166	39076	39457	41218	41543	42990	46266
34934	37167	39061	39470	41205	41554	42992	46265
34936	37170	39067	39466	41228	41559	42995	46261
34931	37170	39072	39466	41213	41551	42987	46265
34932	37166	39074	39469	41214	41553	42991	46266
34926	37282	39071	39463	41212	41570	42994	46260
34924	37161	39074	39466	41213	41552	42991	46271
34927	37174	39072	39470	41213	41554	43001	46264
34925	37172	39075	39458	41216	41555	42998	46253
35066	37171	39067	39473	41218	41545	43000	46246
34933	37173	39076	39470	41215	41559	42994	46243
34927	37168	39069	39435	41218	41551	42993	46239
34925	37173	39070	39484	41202	41550	42993	46232
34927	37174	39078	39468	41208	41546	42997	46224
35057	37174	39071	39453	41219	41551	42998	46226
34929	37169	39062	39498	41217	41568	42991	46211
34932	37178	39078	39435	41215	41553	42989	46220
34926	37169	39082	39469	41213	41557	42987	46208
34930	37162	39065	39481	41213	41554	42985	46213
34927	37288	39070	39460	41215	41561	42989	46210
34927	37165	39073	39476	41203	41565	42989	46207
35058	37171	39061	39461	41210	41562	42991	46216
34926	37171	39064	39467	41208	41558	42997	46235
34919	37165	39073	39472	41220	41564	42993	46212

