13290	14389	14549	14623	15076	15100	15161	15952
13398	14331	14609	14571	15138	15030	15158	16061
13292	14391	14602	14568	15067	15026	15157	15953
13293	14337	14601	14573	15139	15096	15156	15938
13409	14399	14559	14625	15130	15042	15224	15931
13289	14336	14608	14568	15078	15105	15157	15918
13402	14388	14554	14583	15065	15035	15157	16032
13401	14328	14559	14575	15070	15102	15162	15903
13408	14331	14554	14577	15078	15041	15225	15913
13404	14394	14557	14583	15139	15038	15163	15891
13397	14397	14552	14622	15071	15039	15215	15908
13405	14397	14598	14578	15062	15031	15162	15906
13407	14328	14604	14579	15135	15031	15159	16019
13402	14388	14546	14577	15137	15041	15160	15912
13295	14329	14555	14574	15075	15033	15156	15920
13398	14396	14564	14621	15069	15042	15228	15923
13293	14329	14557	14578	15073	15103	15155	15929
13294	14333	14562	14568	15073	15030	15163	16043
13289	14390	14554	14582	15069	15025	15155	15941
13402	14343	14608	14585	15076	15027	15237	16067
13298	14395	14603	14577	15072	15097	15165	15947
13291	14392	14550	14626	15075	15028	15166	16073
13292	14334	14598	14627	15138	15037	15159	16075
13288	14329	14549	14625	15065	15042	15225	15965
13294	14328	14611	14577	15071	15036	15155	15971
13401	14334	14559	14573	15074	15102	15162	15969
13294	14395	14614	14567	15072	15037	15226	15969
13290	14391	14609	14629	15078	15100	15214	15964
13295	14386	14549	14614	15071	15038	15170	15962
13401	14395	14556	14628	15133	15038	15217	16085

