12599	12632	12627	12988	13196	13367	13744	14227
12601	12637	12626	12987	13188	13371	13752	14232
12608	12634	12620	12986	13198	13371	13750	14235
12602	12627	12625	12986	13187	13364	13755	14230
12605	12630	12622	12989	13194	13373	13745	14226
12605	12636	12618	12986	13202	13376	13745	14218
12607	12632	12624	12980	13189	13369	13758	14231
12601	12629	12622	12984	13195	13372	13750	14220
12610	12627	12608	12980	13194	13370	13748	14226
12608	12634	12624	12989	13194	13367	13747	14231
12605	12633	12621	12980	13186	13364	13746	14241
12605	12627	12625	12981	13198	13376	13747	14219
12609	12629	12618	12989	13197	13367	13749	14243
12609	12633	12619	12987	13203	13376	13745	14228
12598	12630	12620	12984	13195	13369	13751	14233
12606	12630	12622	12983	13197	13367	13751	14231

