65535	34726	21685	18634	17476	16877	16688	16586	16427
65535	34730	21687	18636	17472	16877	16688	16588	16423
65535	34724	21685	18640	17475	16878	16690	16585	16426
65535	34726	21690	18624	17472	16874	16686	16591	16425
65535	34715	21681	18636	17455	16874	16690	16567	16422
65535	34714	21686	18634	17474	16874	16687	16586	16423
65535	34713	21694	18637	17476	16873	16694	16588	16427
65535	34708	21687	18639	17472	16871	16694	16584	16423
65535	34718	21686	18640	17471	16877	16687	16594	16427
65535	34715	21685	18640	17478	16872	16683	16590	16425
65535	34712	21684	18638	17475	16873	16692	16586	16426
65535	34714	21689	18640	17477	16874	16688	16589	16425
65535	34722	21689	18640	17478	16875	16689	16588	16436
65535	34727	21686	18638	17471	16875	16688	16593	16430
65535	34722	21690	18642	17462	16873	16688	16588	16427
65535	34722	21689	18638	17476	16875	16687	16591	16425

