44913	8927	8302	5611	5371	5242	5205	5187	5149
44916	8937	8293	5607	5368	5238	5220	5193	5158
44918	8927	8291	5622	5379	5248	5216	5199	5156
44919	8925	8298	5606	5371	5246	5209	5183	5149
44923	8930	8290	5610	5371	5240	5213	5189	5154
44927	8930	8295	5617	5377	5251	5211	5194	5148
44917	8930	8301	5606	5374	5245	5210	5183	5150
44910	8935	8300	5610	5376	5238	5214	5187	5157
44923	8929	8290	5617	5374	5251	5212	5191	5156
44917	8931	8301	5609	5373	5244	5205	5183	5148
44917	8939	8293	5610	5373	5243	5221	5196	5156
44911	8935	8294	5615	5382	5249	5209	5187	5149
44911	8929	8297	5616	5371	5246	5209	5187	5152
44922	8939	8296	5607	5371	5241	5214	5190	5156
44916	8931	8294	5614	5380	5256	5212	5185	5152
44910	8930	8302	5609	5371	5244	5211	5186	5150

