52119	52830	53695	54507	55370	56926	58790	63284
52125	52833	53683	54513	55380	56925	58760	63317
52114	52844	53686	54512	55378	56901	58807	63273
52121	52847	53692	54513	55372	56911	58745	63327
52118	52831	53693	54506	55374	56916	58805	63282
52116	52843	53689	54509	55375	56925	58781	63286
52122	52842	53686	54509	55374	56920	58801	63315
52124	52838	53693	54519	55381	56903	58754	63307
52120	52828	53693	54512	55378	56905	58781	63304
52122	52847	53698	54516	55384	56917	58807	63315
52114	52841	53693	54515	55382	56931	58776	63306
52121	52839	53691	54518	55375	56935	58791	63315
52132	52837	53687	54516	55383	56921	58754	63303
52126	52836	53695	54509	55379	56912	58821	63304
52117	52842	53694	54519	55389	56917	58780	63325
52125	52832	53696	54511	55374	56916	58808	63289

