32732	33313	34172	34667	35258	36013	37010	39035
32731	33313	34176	34661	35261	36002	37018	39059
32723	33310	34167	34665	35246	36011	37017	39052
32735	33313	34170	34674	35263	35998	37020	39056
32721	33314	34167	34671	35252	36011	37036	39054
32732	33319	34177	34659	35256	36012	37008	39043
32725	33311	34169	34671	35249	36010	37021	39055
32730	33311	34174	34674	35254	36007	37022	39045
32727	33308	34173	34663	35255	36001	37025	39063
32723	33303	34171	34672	35265	36018	37011	39054
32727	33313	34174	34668	35257	36016	37021	39053
32729	33305	34166	34664	35266	36012	37013	39053
32726	33315	34165	34664	35253	35997	37013	39066
32723	33310	34167	34668	35262	36016	37017	39041
32723	33311	34169	34665	35257	36015	37011	39069
32729	33314	34169	34662	35264	35999	37032	39036

