23368	5547	4219	3891	3784	3714	3699	3694	3667
23369	5550	4214	3892	3784	3712	3701	3691	3677
23370	5549	4214	3900	3776	3715	3702	3692	3665
23367	5541	4215	3897	3789	3712	3708	3691	3672
23371	5559	4220	3898	3784	3714	3701	3693	3668
23370	5545	4218	3893	3775	3718	3697	3686	3670
23380	5538	4215	3895	3783	3713	3703	3693	3673
23375	5548	4214	3891	3779	3718	3701	3698	3667
23366	5539	4210	3891	3778	3712	3705	3695	3671
23374	5545	4219	3897	3784	3717	3705	3689	3670
23362	5545	4209	3896	3777	3718	3701	3689	3674
23373	5543	4221	3894	3777	3718	3694	3691	3670
23371	5540	4224	3894	3793	3717	3706	3695	3667
23371	5549	4214	3893	3779	3725	3700	3691	3674
23368	5548	4220	3897	3775	3716	3699	3690	3684
23374	5538	4224	3898	3786	3712	3714	3694	3678

