23075	23075	23534	23802	24354	24948	25351	26904
23083	23083	23539	23798	24339	24934	25357	26907
23074	23074	23539	23800	24351	24943	25355	26909
23073	23073	23533	23805	24361	24940	25361	26899
23071	23071	23526	23802	24354	24945	25357	26905
23078	23078	23530	23805	24354	24942	25355	26912
23079	23079	23528	23808	24348	24946	25353	26917
23067	23067	23526	23806	24355	24942	25359	26910
23067	23067	23542	23806	24355	24949	25358	26914
23071	23071	23529	23793	24359	24937	25356	26925
23068	23068	23541	23807	24350	24943	25357	26908
23080	23080	23540	23781	24344	24944	25359	26921
23070	23070	23533	23830	24359	24940	25364	26914
23073	23073	23535	23797	24350	24949	25362	26930
23067	23067	23522	23795	24360	24941	25357	26910
23069	23069	23539	23802	24345	24942	25360	26929

