time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
1.692067,-0.0026844663788,-0.552616578836,0.00115048559091,0.753184566852,-0.00421844716668,1.26438366441,0.0525388419851,100.0,-0.51656803032,-0.195199055258,-0.0164902934698,1.78823810348,-0.0080533991364,0.11274758791,0.00460194236366,0.0
1.692231,-0.0026844663788,-0.552616578836,0.00115048559091,0.753184566852,-0.00421844716668,1.26438366441,0.0525388419851,100.0,-0.51656803032,-0.195199055258,-0.0164902934698,1.78823810348,-0.0080533991364,0.11274758791,0.00460194236366,0.0
1.702302,-0.0026844663788,-0.551849588442,0.000383495196971,0.753951557246,-0.00421844716668,1.26400016922,0.0521553467881,100.0,-0.516184535123,-0.195582550455,-0.0164902934698,1.78708761789,-0.00920388472731,0.112364092713,0.00460194236366,0.0
1.712359,-0.00306796157577,-0.551849588442,0.000766990393943,0.753568062049,-0.00421844716668,1.26400016922,0.0521553467881,100.0,-0.51656803032,-0.195582550455,-0.0168737886667,1.78747111308,-0.0080533991364,0.112364092713,0.00460194236366,0.0
1.722379,-0.00306796157577,-0.552233083639,0.000383495196971,0.752417576458,-0.00421844716668,1.26361667402,0.0525388419851,100.0,-0.516184535123,-0.195199055258,-0.0168737886667,1.78785460828,-0.0080533991364,0.112364092713,0.00460194236366,0.0
1.732349,-0.00306796157577,-0.552616578836,0.000383495196971,0.752417576458,-0.00421844716668,1.26400016922,0.0525388419851,100.0,-0.51656803032,-0.194815560061,-0.0161067982728,1.78823810348,-0.00766990393943,0.112364092713,0.00460194236366,0.0
1.742394,-0.00345145677274,-0.552616578836,0.000766990393943,0.753568062049,-0.00383495196971,1.26476715961,0.052922337182,100.0,-0.51656803032,-0.195199055258,-0.0164902934698,1.78785460828,-0.00843689433337,0.11274758791,0.00383495196971,0.0
1.752354,-0.00383495196971,-0.551849588442,0.000766990393943,0.753184566852,-0.00306796157577,1.26361667402,0.0525388419851,100.0,-0.516184535123,-0.194815560061,-0.0164902934698,1.78785460828,-0.00920388472731,0.112364092713,0.00421844716668,0.0
1.762346,-0.0026844663788,-0.552616578836,0.000766990393943,0.752801071655,-0.00421844716668,1.26400016922,0.0525388419851,100.0,-0.516184535123,-0.195199055258,-0.0164902934698,1.78823810348,-0.00882038953034,0.112364092713,0.00498543756063,0.0
1.772348,-0.00306796157577,-0.552616578836,0.000383495196971,0.753184566852,-0.00421844716668,1.26438366441,0.0521553467881,100.0,-0.516951525517,-0.195582550455,-0.0157233030758,1.78785460828,-0.0080533991364,0.112364092713,0.00460194236366,0.0
1.782343,-0.00306796157577,-0.552616578836,0.00115048559091,0.753568062049,-0.00460194236366,1.26438366441,0.0525388419851,100.0,-0.51656803032,-0.194815560061,-0.0161067982728,1.78785460828,-0.0080533991364,0.113131083107,0.00460194236366,0.0
1.792348,-0.00306796157577,-0.552616578836,0.000383495196971,0.753184566852,-0.00383495196971,1.26438366441,0.0525388419851,100.0,-0.516184535123,-0.194815560061,-0.0164902934698,1.78823810348,-0.0080533991364,0.112364092713,0.00498543756063,0.0
1.802347,-0.00498543756063,-0.552233083639,0.000766990393943,0.753184566852,-0.00421844716668,1.26438366441,0.052922337182,100.0,-0.516184535123,-0.195199055258,-0.0161067982728,1.78823810348,-0.00843689433337,0.11274758791,0.0053689327576,0.0
1.812348,-0.00345145677274,-0.552616578836,0.00153398078789,0.752801071655,-0.00460194236366,1.26438366441,0.0517718515911,100.0,-0.51656803032,-0.194815560061,-0.0164902934698,1.78785460828,-0.0080533991364,0.11274758791,0.00460194236366,0.0
1.822349,-0.00345145677274,-0.552233083639,0.000766990393943,0.753568062049,-0.00460194236366,1.26400016922,0.052922337182,100.0,-0.516951525517,-0.194815560061,-0.0168737886667,1.78823810348,-0.00882038953034,0.11274758791,0.00498543756063,0.0
1.832350,-0.00306796157577,-0.552233083639,0.000383495196971,0.752801071655,-0.00345145677274,1.26400016922,0.0521553467881,100.0,-0.516184535123,-0.194815560061,-0.0161067982728,1.78785460828,-0.0080533991364,0.111980597516,0.00498543756063,0.0
1.842344,-0.0026844663788,-0.552233083639,0.000766990393943,0.753184566852,-0.00383495196971,1.26400016922,0.0521553467881,100.0,-0.516184535123,-0.194815560061,-0.0168737886667,1.78785460828,-0.00843689433337,0.112364092713,0.00498543756063,0.0
1.852337,-0.00306796157577,-0.552233083639,0.000383495196971,0.753951557246,-0.00345145677274,1.26361667402,0.0525388419851,100.0,-0.51656803032,-0.195199055258,-0.0168737886667,1.78785460828,-0.00882038953034,0.112364092713,0.00498543756063,0.0
